sku;post_title;post_excerpt;post_content;post_status;regular_price;sale_price;stock_status;stock;manage_stock;weight;Images;tax:product_type;tax:product_cat
28700132;Ego any insert maaikop ah1531 st1530 bc3800 sta1500;;;publish;24.78;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700131;Ego any insert maaikop ah1530 0340169839;;;publish;24.78;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700015;Ego standaardmes ab2100 voor lm2102e;;;publish;23.13;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;toebehoren_maaimachines
28700010;Ego standaardmes ab2000 3705369002 = 0340164342 mulch;;;publish;19;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;toebehoren_maaimachines
28700005;Ego high-lift mes ab2101 lm2102e 0340164805;;;publish;23.13;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;toebehoren_maaimachines
28700000;Ego high-lift mes ab2001 lm2001e, lm2014e;;;publish;20.65;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;toebehoren_maaimachines
28700137;Ego ah1520 powerload head;;;publish;41.31;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700133;Ego ab1701 standaard mes;;;publish;15.69;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700078;Ego 3tandsmes abb1203 bca1200,sta1500,bc(x)3800;;;publish;20.65;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100520;Ego gazonmaaier lm2021e-sp 50cm (5ah+snellader);;;publish;742.97;;instock;1;;35.87;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;maaimachines
20100515;Ego gazonmaaier lm1903e-sp 47cm (5ah+snellader);;;publish;619;;instock;1;;35;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;maaimachines
20100510;Ego gazonmaaier lm1701e 42cm (2,5ah+std lader);;;publish;453.71;;instock;1;;31;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;maaimachines
28700086;Ego heup harnass ahp1300 0340169183;;;publish;24.78;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700050;Ego harnas ap1500d bc1500, st1500;;;publish;24.78;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700084;Ego 2 schouderriemen voor afh 1300 ap1300;;;publish;33.04;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700081;Ego zaagblad ag1000 tbv psa1000 (104mlea041);;;publish;16.52;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700060;Ego spoel as1302 2.0mm voor st1300 0340164760;;;publish;5.77;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700065;Ego spoel as1300 2.4mm voor st1500, bc1500;;;publish;5.77;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700079;Ego kantensnijmes aeb0800 tbv ea0800 0340169195;;;publish;8.25;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100540;Ego bosmaaier stx3800;;;publish;346.28;;instock;1;;8.50;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100530;Ego bosmaaier st1530e;;;publish;263.63;;instock;1;;7.20;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100503;Ego bosmaaier st1510e;;;publish;222.31;;instock;1;;6.50;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100082;Ego bosmaaier bcx3800 0260071001;;;publish;371.07;;instock;1;;8.30;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
20100054;Ego bosmaaier bc3800e 0260062007;;;publish;304.95;;instock;1;;3.40;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bosmaaiers_en_trimmers
28700100;Ego mondstuk an5300 tbv 5300 lb5600, lb5750 0340164765;;;publish;7.42;;instock;1;;0;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
20100058;Ego rugblazer lb6000e;;;publish;263.63;;instock;1;;5.70;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
20100059;Ego bladblazer lbx6000;;;publish;329.75;;instock;1;;7.60;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
20100504;Ego bladblazer lb5800e;;;publish;197.52;;instock;1;;2.20;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
20100024;Ego bladblazer lb5300e 0380033003;;;publish;156.19;;instock;1;;2.20;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
20100057;Ego rugblazer kit lb6002e 5ah+snellader 0380051002;;;publish;470.24;;instock;1;;9.90;/wp-content/uploads/files/20100100/product_image_1/cba0240.jpg;;bladblazers_en_hakselaars
