sku;categories;enabled;erp_artikelomschrijving;erp_brutoprijs-EUR;erp_btwcode;erp_eancode;erp_eenheid_verkoopaantal;erp_extra_artikelinformatie;erp_gewicht;erp_gewicht-unit;erp_merk;erp_vervangend_artikel;erp_voorlopend_artikelnummer_1;erp_voorlopend_artikelnummer_2;erp_voorlopend_artikelnummer_3;erp_voorlopend_artikelnummer_4;family;pim_aansluiting_hart_op_hart;pim_aansluiting_hart_op_hart-unit;pim_aantal_aandrijfschakels;pim_aantal_bewegingen_min;pim_aantal_in_machine;pim_aantal_lagen;pim_aantal_tanden;pim_accuduur_boost_snelheid;pim_accuduur_hoge_snelheid;pim_accuduur_lage_snelheid;pim_accuspanning;pim_accuspanning-unit;pim_afmetingen;pim_artikelnaam;pim_artikelstatus;pim_asgat;pim_asgat-unit;pim_bandenmaat;pim_binnendoorsnee_band;pim_binnendoorsnee_band-unit;pim_blaaspijpen;pim_blaaspijpen-unit;pim_bladaansluiting;pim_bladbreedte;pim_bladbreedte-unit;pim_bladlengte_cm;pim_bladmodel;pim_bladpuntbescherming;pim_blad_dikte_mm;pim_blad_dikte_mm-unit;pim_breedte;pim_breedte-unit;pim_buitendoorsnee_band;pim_buitendoorsnee_band-unit;pim_capaciteit;pim_centreergaten;pim_centreergaten-unit;pim_diameter;pim_diameter-unit;pim_diepte;pim_diepte-unit;pim_dikte;pim_dikte-unit;pim_dikte_aandrijfschakel;pim_dikte_aandrijfschakel-unit;pim_draaddiameter;pim_draaddoorvoer;pim_draaibare_handgreep;pim_draaiing;pim_draairichting;pim_ergonomische_stuurbeugel;pim_functies;pim_gebruiksduur;pim_gebruikstoepassing;pim_geluidsniveau;pim_geluidsniveau-unit;pim_geluidsniveau_in_gebruik;pim_geluidsniveau_in_gebruik-unit;pim_geluidsvermogen;pim_geluidsvermogen-unit;pim_geschikt_voor;pim_geschikt_voor_merk;pim_geschikt_voor_type;pim_gewicht;pim_gewicht_met_accu;pim_gewicht_met_accu-unit;pim_gewicht_zonder_accu;pim_gewicht_zonder_accu-unit;pim_groefbreedte;pim_groefbreedte-unit;pim_handgreephoogtes;pim_highvisibility;pim_hoogte;pim_hoogte-unit;pim_inhoud_opvangbak;pim_inhoud_opvangbak-unit;pim_instelbare_maaihoogte;pim_inwendige_schakelbreedte;pim_inwendige_schakelbreedte-unit;pim_kettinggeleider;pim_kettingsnelheid;pim_kettingsnelheid-unit;pim_kettingsteek;pim_kettingtype;pim_klasse;pim_kleur;pim_kleur_montuur;pim_lengte;pim_lengte-unit;pim_luchtdebiet;pim_luchtsnelheid;pim_luchtsnelheid-unit;pim_maaibereik;pim_maaibereik-unit;pim_maaibreedte_cm;pim_maat;pim_materiaal;pim_materiaal_van_maaidek;pim_max_takdikte;pim_max_takdikte-unit;pim_meegeleverd-nl_NL-sdl;pim_merknaam;pim_mesopening;pim_mesopening-unit;pim_mestype;pim_met_accu_lader;pim_minimale_bestelhoeveelheid;pim_motortype;pim_niet_meegeleverd-nl_NL-sdl;pim_noodstop;pim_normering;pim_onbelaste_snelheid;pim_oplaadtijd;pim_oplaadtijd-unit;pim_opvangzak;pim_opvangzak-unit;pim_opvangzak_achter;pim_opvangzak_achter-unit;pim_parkeerrem;pim_reflecterende_strepen;pim_rollengte;pim_rollengte-unit;pim_schakellengte;pim_schakellengte-unit;pim_schoepenwiel;pim_schoepenwiel-unit;pim_serie;pim_snelheid;pim_snelheidsinstelling;pim_snelheidsregeling;pim_snijcapaciteit;pim_snijhoogte;pim_snr_waarde;pim_snr_waarde-unit;pim_soft_start;pim_soort_ketting;pim_stof;pim_tandafstand_van_mes;pim_tandafstand_van_mes-unit;pim_toerental;pim_totale_lengte;pim_totale_lengte-unit;pim_transmissie;pim_transportwielen;pim_trillingen;pim_type;pim_uitvoering;pim_veiligheidsklasse;pim_ventury_jet;pim_vermogen;pim_verpakking;pim_verpakt_per;pim_verstelbare_blaasrichting;pim_voor_maaidraad_rond;pim_voor_maaidraad_stervormig;pim_voor_maaidraad_tot;pim_voor_maaidraad_vierkant;pim_voor_maaikop;pim_voor_type;pim_vorm;pim_waterafstotend;pim_werkbreedte;pim_werkbreedte-unit;pim_werkbreedte_min_max;pim_werking_van_messen;pim_wielaandrijving;pim_wijze_van_aandrijving;pim_zelfrijsnelheid;pim_zelfrijsnelheid-unit;pim_zoekwoorden;product_documents;product_document_1;product_document_2;product_document_3;product_document_4;product_document_5;product_document_6;product_document_7;product_document_8;product_document_9;product_document_10;product_images;product_image_1;product_image_2;product_image_3;product_image_4;product_image_5;product_image_6;product_image_7;product_image_8;product_image_9;product_image_10;product_video_1;SUBSTITUTION-groups;SUBSTITUTION-products;SUBSTITUTION-product_models;UPSELL-groups;UPSELL-products;UPSELL-product_models;X_SELL-groups;X_SELL-products;X_SELL-product_models
20100520;alle_producten,be10040000,dl_ego,ego10040000,sdl10040025,tmc10040025;1;Ego gazonmaaier lm2021e-sp 50cm (5ah+snellader);742.97;2;06924969110881;1;;35.87;KILOGRAM;Ego;;Lm2021e-sp;;;;maaimachines;;;;;;;;;;;;;;gazonmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mulchen optioneel, opvangen, zij-uitworp;tot_45_minuten;semi_professioneel;94;DECIBEL;96;DECIBEL;;;;;;;;;27;KILOGRAM;;;drie_door_gebruiker_aan_te_passen;;;;;;25_35_50_65_80_95;;;;;;;;;;;;;;;;600;SQUARE_METER;50_cm;;;staal;;;;ego;;;;1;;koolborstelloos;;;;3000;;;;;60;LITER;;;;;;;;;;;;automatische_variabele_snelheid;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;accugedreven;5;KILOMETER_PER_HOUR;;;;;;;;;;;;;;files/20100520/product_image_1/20100520-1.jpg;;;;;;;;;;;;;;;;;;28700186;
20100515;alle_producten,be10040000,dl_ego,ego10040000,sdl10040025,tmc10040025;1;Ego gazonmaaier lm1903e-sp 47cm (5ah+snellader);619;2;06924969113875;1;;35;KILOGRAM;Ego;;Lm1903e-sp;;;;maaimachines;;;;;;;;;;;;;;gazonmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mulchen optioneel, opvangen, zij-uitworp;tot_50_minuten;Particulier;80;DECIBEL;96;DECIBEL;;;;;;;;;27;KILOGRAM;;;drie_door_gebruiker_aan_te_passen;;;;;;25_32_40_50_60_70_80;;;;;;;;;;;;;;;;600;SQUARE_METER;47_cm;;;kunststof;;;Gazonmaaier met opvangzak (LM1900), 5 Ah accu (BA2800T), snellader (CH5500E);ego;;;;1;;koolborstelloos;Mulchkit;;;3000;;;;;55;LITER;;;;;;;;;;;;geen;;;;;;;;;;;;;;;1_36;;;;;;;;;;;;;;;;;;;;;;accugedreven;5;KILOMETER_PER_HOUR;;;;;;;;;;;;;;files/20100515/product_image_1/20100515-1.jpg;;;;;;;;;;;;;;;;;;28700136,28700165,28700186;
20100510;alle_producten,be10040000,dl_ego,ego10040000,sdl10040025,tmc10040025;1;Ego gazonmaaier lm1701e 42cm (2,5ah+std lader);453.71;2;06924969113882;1;;31;KILOGRAM;Ego;;Lm1701e;;;;maaimachines;;;;;;;;;;;;;;gazonmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mulchen optioneel, opvangen, zij-uitworp;tot_60_minuten;Particulier;78;DECIBEL;95;DECIBEL;;;;;;;;;25;KILOGRAM;;;drie_door_gebruiker_aan_te_passen;;;;;;25_32_40_50_60_70_80;;;;;;;;;;;;;;;;400;SQUARE_METER;42_cm;;;kunststof;;;Gazonmaaier met opvangzak (LM1700), 2,5 Ah accu (BA1400T), standaard lader (CH2100E);ego;;;;1;;koolborstelloos;Mulchkit;;;3000;;;;;55;LITER;;;;;;;;;;;;geen;;;;;;;;;;;;;;;2_4;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100510/product_image_1/20100510-1.jpg;files/20100510/product_image_2/20100510-2.jpg;files/20100510/product_image_3/20100510-3.jpg;files/20100510/product_image_4/20100510-4.jpg;files/20100510/product_image_5/20100510-5.jpg;files/20100510/product_image_6/20100510-6.jpg;;;;;;;;;;20100515,20100725;;;28700134,28700170,28700186;
28700086;alle_producten,be10040015,dl_ego,ego10040015,sdl10040015,tmc10040015;1;Ego heup harnass ahp1300 0340169183;24.78;2;06924969111550;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;heupharnas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AHP1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700086/product_image_1/28700086-1.jpg;;;;;;;;;;;;;;;;;;;
28700050;alle_producten,be10040015,dl_ego,ego10040015,sdl10040015,tmc10040015;1;Ego harnas ap1500d bc1500, st1500;24.78;2;06924969110072;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;harnas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AP1500D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700050/product_image_1/28700050-1.jpg;;;;;;;;;;;;;;;;;;;
28700084;alle_producten,be10040015,dl_ego,ego10040015,sdl10040015,tmc10040015;1;Ego 2 schouderriemen voor afh 1300 ap1300;33.04;2;06924969111543;1;;0;KILOGRAM;Ego;;28700107;20100079;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;schouderriem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AP1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700084/product_image_1/28700084-1.jpg;;;;;;;;;;;;;;;;;;;
28700081;alle_producten,be10040005,dl_ego,ego10040005,sdl15001530,tmc15001530;1;Ego zaagblad ag1000 tbv psa1000 (104mlea041);16.52;2;06924969111239;1;Oregon vervangingsblad 104mlea041;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;zaagblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AG1000;;;;;;;;;;;;;;;;;;;;;;;;ag1001;;;;;;;;;;;;;files/28700081/product_image_1/28700081-1.jpg;;;;;;;;;;;;;;;;;;;
28700060;alle_producten,be10401010,dl_ego,ego10401010,sdl10401010,tmc10401010;1;Ego spoel as1302 2.0mm voor st1300 0340164760;5.77;2;06924969105542;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;spoel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AS1302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700060/product_image_1/28700060-1.jpg;;;;;;;;;;;;;;;;;;;
28700065;alle_producten,be10401010,dl_ego,ego10401010,sdl10401010,tmc10401010;1;Ego spoel as1300 2.4mm voor st1500, bc1500;5.77;2;06924969107430;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;spoel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AS1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700065/product_image_1/28700065-1.jpg;;;;;;;;;;;;;;;;;;;
28700079;alle_producten,be10101000,be15001500,dl_ego,ego10101000,ego15001500,sdl10101200,tmc10101200;1;Ego kantensnijmes aeb0800 tbv ea0800 0340169195;8.25;2;06924969111222;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AEB0800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700079/product_image_1/28700079-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100540;alle_producten,be10040005,dl_ego,ego10040005,sdl10100300,tmc10100300;1;Ego bosmaaier stx3800;346.28;2;06924969113844;1;;8.50;KILOGRAM;Ego;;Stx3800;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;bosmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2_4mm;tap_n_go;;;tegen_de_klok_in;;;tot_300_minuten;Professioneel;81;DECIBEL;94;DECIBEL;;;;;;;;;6.50;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;38_cm;;;;;;;ego;;;;0;;koolborstelloos;;;;5800;;;;;;;;;;;;;;;;;;constante_snelheid_variabele_snelheid;;;;;1;;;;;;186;MILLIMETER;;;1_4en1_9;STX3800;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100540/product_image_1/20100540-1.jpg;files/20100540/product_image_2/20100540-2.jpg;files/20100540/product_image_3/20100540-3.jpg;files/20100540/product_image_4/20100540-4.jpg;files/20100540/product_image_5/20100540-5.jpg;files/20100540/product_image_6/20100540-6.jpg;;;;;;;;;;20100009,20100082,20100106;;;20100009,20100106,20100740,28700087,28700096;
20100530;alle_producten,be10040005,dl_ego,ego10040005,sdl10100300,tmc10100300;1;Ego bosmaaier st1530e;263.63;2;06924969113912;1;;7.20;KILOGRAM;Ego;;St1530e;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;trimmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2_4mm;snellaadkop_tap_en_go;;;tegen_de_klok_in;;;tot_65_minuten;semi_professioneel;80.40;DECIBEL;95;DECIBEL;;;;;;;;;4.20;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;koolborstelmotor;;;;7000;;;;;;;;;;;;;;;;;;constante_snelheid;;;;;1;;;;;;167;MILLIMETER;;;1_1en1_5;ST1530E;;;;;;;;;;;;;;;;38;CENTIMETER;;;;accugedreven;;;;;;;;;;;;;;;;files/20100530/product_image_1/20100530-1.jpg;files/20100530/product_image_2/20100530-2.jpg;files/20100530/product_image_3/20100530-3.jpg;files/20100530/product_image_4/20100530-4.jpg;;;;;;;;;;;;20100008,20100503,20100540,20100595;;;20100008,20100595,20100740,28700087,28700094;
20100503;alle_producten,be10040005,dl_ego,ego10040005,sdl10100300,tmc10100300;1;Ego bosmaaier st1510e;222.31;2;06924969113851;1;;6.50;KILOGRAM;Ego;;St1510e;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;trimmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2_4mm;powerload_maaikop;;;met_de_klok_mee;;;tot_90_minuten;Particulier;79.30;DECIBEL;93;DECIBEL;;;;;;;;;3.20;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;koolborstelmotor;;;;6000;;;;;;;;;;;;;;;;;;constante_snelheid_variabele_snelheid;;;;;1;;;;;;173;MILLIMETER;;;1_1en1_5;ST1510E;;;;;;;;;;;;;;;;38;CENTIMETER;;;;accugedreven;;;;;;;;;;;;;;;;files/20100503/product_image_1/20100503-1.jpg;files/20100503/product_image_2/20100503-2.jpg;;;;;;;;;https://www.youtube.com/watch?v=dnVOsRq0gZc&loop=0;;;;;20100008,20100538,20100595;;;20100008,20100595,28700087,28700093,28700137;
20100082;alle_producten,be10040005,dl_ego,ego10040005,sdl10100300,tmc10100300;1;Ego bosmaaier bcx3800 0260071001;371.07;2;06924969112533;1;;8.30;KILOGRAM;Ego;;Bcx3800;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;bosmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2_4mm,3mm;tap_n_go;;;tegen_de_klok_in;;;tot_420_minuten;Professioneel;81;DECIBEL;94;DECIBEL;;;;;;0 - 10 kg;;;6.50;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;38_cm;;;;;;BCX3800 bosmaaier en heupbeschermer APH1500;ego;;;;0;;borstelloos;accu en lader;;;6000;;;;;;;;;;;;;;;;;;variabele_snelheid;;;;;1;;;;;;;;;;;BCX3800;;;;;;;;;;;;;;;;38;MILLIMETER;;;;accugedreven;;;;;;;;;;;;;;;;files/20100082/product_image_1/20100082-1.jpg;;;;;;;;;;;;;;;20100009,20100106,20100540;;;20100009,20100106,20100740,28700070;
20100054;alle_producten,be10040005,dl_ego,ego10040005,sdl10100300,tmc10100300;1;Ego bosmaaier bc3800e 0260062007;304.95;2;06924969110911;1;;3.40;KILOGRAM;Ego;;Bc3800e;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;bosmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tap_n_go;;;tegen_de_klok_in;;;tot_65_minuten;semi_professioneel;80;DECIBEL;94;DECIBEL;;;;;;0 - 10 kg;;;4.35;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;38_cm;;;;;;;ego;;;;0;;borstelloos;;;;;;;;;;;;;;;;;;;;;;constante_snelheid_variabele_snelheid;;;;;;;;;;;;;;;2_3en2_4;BC3800E;;;;;;;;;;;;;;;;38;MILLIMETER;;;;accugedreven;;;;;;;;;;;;;;;;files/20100054/product_image_1/20100054-1.jpg;;;;;;;;;;;;;;;20100009,20100082,20100106;;;20100740,28700050,28700078;
28700100;alle_producten,be10005006,dl_ego,ego10005006,sdl10005025,tmc10005025;1;Ego mondstuk an5300 tbv 5300 lb5600, lb5750 0340164765;7.42;2;06924969105566;1;;0;KILOGRAM;Ego;;;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;mondstuk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;AN5300;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700100/product_image_1/28700100-1.jpg;;;;;;;;;;;;;;;28700088,28700093;;;28700088,28700093;
20100058;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego rugblazer lb6000e;263.63;2;06924969110928;1;;5.70;KILOGRAM;Ego;;Lb6000e;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;rugbladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;semi_professioneel;83;DECIBEL;97;DECIBEL;;;;;;0 - 10 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;borstelloos;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;1_5;LB6000E;;;0;;;;0;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100058/product_image_1/20100058-1.jpg;;;;;;;;;;;;;;;20100009,20100057,20100106,20100755;;;20100009,20100106,28700105;
20100059;alle_producten,be10005005,be15001600,dl_ego,ego10005005,ego15001600,sdl10005005,tmc10005005;1;Ego bladblazer lbx6000;329.75;2;06924969112540;1;;7.60;KILOGRAM;Ego;;Lbx6000e;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;bladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;Professioneel;80;DECIBEL;93;DECIBEL;;;;;;;;;2.70;GRAM;;;;;;;;;;;;;;;;;;;;;;;212;KILOMETER_PER_HOUR;;;;;;;;;;ego;;;;0;;borstelloos;;0;;;;;;;;;0;;;;;;;;;;5_standen_inclusief_turboboost;;;;;;;;;;;;;;;0;2_5;LBX6000;;;0;;;;0;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100059/product_image_1/20100059-1.jpg;;;;;;;;;;;;;;;20100009,20100057,20100106,20100755;;;20100009,20100106,28700103,28700104;
20100504;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego bladblazer lb5800e;197.52;2;06924969113806;1;;2.20;KILOGRAM;Ego;;20100056;20100038;;;bladblazers_en_hakselaars;;;;;;;;2,5 tot 9 5,0 tot 18 7,5 tot 27;2,5 tot 15 5,0 tot 30 7,5 tot 45;2,5 tot 100 5,0 tot 200 7,5 tot 300;;;;bladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;semi_professioneel;78.40;DECIBEL;95;DECIBEL;;;;;;;;;2.20;GRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;borstelloos;;0;;;;;;;;;0;;;;;;;;;;variabele_snelheid_met_vergrendeling_boost_functie;;;;;;;;;;;;;;;0;0_15;LB5800E;;;0;;;;0;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100504/product_image_1/20100504-1.jpg;;;;;;;;;;;;;;;20100008,20100057,20100058,20100595,20100755;;;20100008,20100595,28700100,28700140,28700160;
20100024;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego bladblazer lb5300e 0380033003;156.19;2;06924969108536;1;;2.20;KILOGRAM;Ego;;Lb5300e;;;;bladblazers_en_hakselaars;;;;;;;;4,0 tot 16 5,o tot 20 7,5 tot 30;4,0 tot 35 5,0 tot 44 7,5 tot 66;4,0 tot 120 5,o tot 150 7,5 tot 225;;;;bladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;Particulier;82;DECIBEL;97;DECIBEL;;;;;;0 - 10 kg;;;2.20;GRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;borstelloos;;0;;;;;;;;;0;;;;;;;;;;variabele_snelheid_met_turbo_boost_functie;;;;;;;;;;;;;;;0;1_35;LB5300E;;;0;;;;0;;;;;;;;;;;;;;accugedreven;;;;;files/20100024/product_document_1/LB5300E EGO 56V Blower_manual_142.5mmx210mm_EU.pdf;;;;;;;;;;;files/20100024/product_image_1/20100024-1.jpg;files/20100024/product_image_2/20100024-2.jpg;;;;;;;;;;;;;;20100008,20100565,20100595;;;20100008,20100595,28700160;
20100057;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego rugblazer kit lb6002e 5ah+snellader 0380051002;470.24;2;06924969110935;1;Oud artikelnr 0380043004;9.90;KILOGRAM;Ego;;Lb6002e;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;rugbladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;semi_professioneel;83;DECIBEL;97;DECIBEL;;;;;;0 - 10 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;borstelloos;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;1_5;LB6002E;;;0;;;;0;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100057/product_image_1/20100057-1.jpg;files/20100057/product_image_2/20100057-2.jpg;files/20100057/product_image_3/20100057-3.jpg;;;;;;;;;;;;;20100059;;;20100009,20100106,28700105;
