sku;categories;enabled;erp_artikelomschrijving;erp_brutoprijs-EUR;erp_btwcode;erp_eancode;erp_eenheid_verkoopaantal;erp_extra_artikelinformatie;erp_gewicht;erp_gewicht-unit;erp_merk;erp_vervangend_artikel;erp_voorlopend_artikelnummer_1;erp_voorlopend_artikelnummer_2;erp_voorlopend_artikelnummer_3;erp_voorlopend_artikelnummer_4;family;pim_aansluiting_hart_op_hart;pim_aansluiting_hart_op_hart-unit;pim_aantal_aandrijfschakels;pim_aantal_bewegingen_min;pim_aantal_in_machine;pim_aantal_lagen;pim_aantal_tanden;pim_accuduur_boost_snelheid;pim_accuduur_hoge_snelheid;pim_accuduur_lage_snelheid;pim_accuspanning;pim_accuspanning-unit;pim_afmetingen;pim_artikelnaam;pim_artikelstatus;pim_asgat;pim_asgat-unit;pim_bandenmaat;pim_binnendoorsnee_band;pim_binnendoorsnee_band-unit;pim_blaaspijpen;pim_blaaspijpen-unit;pim_bladaansluiting;pim_bladbreedte;pim_bladbreedte-unit;pim_bladlengte_cm;pim_bladmodel;pim_bladpuntbescherming;pim_blad_dikte_mm;pim_blad_dikte_mm-unit;pim_breedte;pim_breedte-unit;pim_buitendoorsnee_band;pim_buitendoorsnee_band-unit;pim_capaciteit;pim_centreergaten;pim_centreergaten-unit;pim_diameter;pim_diameter-unit;pim_diepte;pim_diepte-unit;pim_dikte;pim_dikte-unit;pim_dikte_aandrijfschakel;pim_dikte_aandrijfschakel-unit;pim_draaddiameter;pim_draaddoorvoer;pim_draaibare_handgreep;pim_draaiing;pim_draairichting;pim_ergonomische_stuurbeugel;pim_functies;pim_gebruiksduur;pim_gebruikstoepassing;pim_geluidsniveau;pim_geluidsniveau-unit;pim_geluidsniveau_in_gebruik;pim_geluidsniveau_in_gebruik-unit;pim_geluidsvermogen;pim_geluidsvermogen-unit;pim_geschikt_voor;pim_geschikt_voor_merk;pim_geschikt_voor_type;pim_gewicht;pim_gewicht_met_accu;pim_gewicht_met_accu-unit;pim_gewicht_zonder_accu;pim_gewicht_zonder_accu-unit;pim_groefbreedte;pim_groefbreedte-unit;pim_handgreephoogtes;pim_highvisibility;pim_hoogte;pim_hoogte-unit;pim_inhoud_opvangbak;pim_inhoud_opvangbak-unit;pim_instelbare_maaihoogte;pim_inwendige_schakelbreedte;pim_inwendige_schakelbreedte-unit;pim_kettinggeleider;pim_kettingsnelheid;pim_kettingsnelheid-unit;pim_kettingsteek;pim_kettingtype;pim_klasse;pim_kleur;pim_kleur_montuur;pim_lengte;pim_lengte-unit;pim_luchtdebiet;pim_luchtsnelheid;pim_luchtsnelheid-unit;pim_maaibereik;pim_maaibereik-unit;pim_maaibreedte_cm;pim_maat;pim_materiaal;pim_materiaal_van_maaidek;pim_max_takdikte;pim_max_takdikte-unit;pim_meegeleverd-nl_NL-sdl;pim_merknaam;pim_mesopening;pim_mesopening-unit;pim_mestype;pim_met_accu_lader;pim_minimale_bestelhoeveelheid;pim_motortype;pim_niet_meegeleverd-nl_NL-sdl;pim_noodstop;pim_normering;pim_onbelaste_snelheid;pim_oplaadtijd;pim_oplaadtijd-unit;pim_opvangzak;pim_opvangzak-unit;pim_opvangzak_achter;pim_opvangzak_achter-unit;pim_parkeerrem;pim_reflecterende_strepen;pim_rollengte;pim_rollengte-unit;pim_schakellengte;pim_schakellengte-unit;pim_schoepenwiel;pim_schoepenwiel-unit;pim_serie;pim_snelheid;pim_snelheidsinstelling;pim_snelheidsregeling;pim_snijcapaciteit;pim_snijhoogte;pim_snr_waarde;pim_snr_waarde-unit;pim_soft_start;pim_soort_ketting;pim_stof;pim_tandafstand_van_mes;pim_tandafstand_van_mes-unit;pim_toerental;pim_totale_lengte;pim_totale_lengte-unit;pim_transmissie;pim_transportwielen;pim_trillingen;pim_type;pim_uitvoering;pim_veiligheidsklasse;pim_ventury_jet;pim_vermogen;pim_verpakking;pim_verpakt_per;pim_verstelbare_blaasrichting;pim_voor_maaidraad_rond;pim_voor_maaidraad_stervormig;pim_voor_maaidraad_tot;pim_voor_maaidraad_vierkant;pim_voor_maaikop;pim_voor_type;pim_vorm;pim_waterafstotend;pim_werkbreedte;pim_werkbreedte-unit;pim_werkbreedte_min_max;pim_werking_van_messen;pim_wielaandrijving;pim_wijze_van_aandrijving;pim_zelfrijsnelheid;pim_zelfrijsnelheid-unit;pim_zoekwoorden;product_documents;product_document_1;product_document_2;product_document_3;product_document_4;product_document_5;product_document_6;product_document_7;product_document_8;product_document_9;product_document_10;product_images;product_image_1;product_image_2;product_image_3;product_image_4;product_image_5;product_image_6;product_image_7;product_image_8;product_image_9;product_image_10;product_video_1;SUBSTITUTION-groups;SUBSTITUTION-products;SUBSTITUTION-product_models;UPSELL-groups;UPSELL-products;UPSELL-product_models;X_SELL-groups;X_SELL-products;X_SELL-product_models
20100813;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego sneeuwschuif deel ssa1200 multitool;180.99;2;02080000412193;1;;0;KILOGRAM;Ego;;;;;;multitools;;;;;;;;;;;;;;sneeuwfrees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100813/product_image_1/sneeuwfrees uit folder.jpg;;;;;;;;;;;;;;;;;;;
28700184;alle_producten,be10087500,sdl30035000;1;Ego ab2100d-e mulchmes set tbv lm2130e-sp;33.04;2;02080000423069;1;;0;KILOGRAM;Ego;;;;;;originele_onderdelen_onze_belangrijkste_merken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mulchmes en mulchplug;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700185;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego abp2100d-e mulchmes +plug tbv lm2130e-sp;49.57;2;02080000423076;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;mulchplug;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700185/product_image_1/abp2100e.png;;;;;;;;;;;;;;;;;;;
28700186;alle_producten,be10085500,dl_ego,ego10085500,sdl10040050,sdl10085500,tmc10085500;1;Ego cm001 opberghoes tbv lm2130e-sp;57.84;2;02080000423083;1;;0;KILOGRAM;Ego;;;;;;opbergen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700186/product_image_1/CM001_Hero.png;;;;;;;;;;;;;;;;;;28700185,28700186;
28700188;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego powerload ah1522 tbv st1400e-st;37.18;2;02080000423106;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaikop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700188/product_image_1/AH1520.jpg;;;;;;;;;;;;;;;;;;;
28700189;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego ah3810 any insert maaikop anti clockwise;33.04;2;02080000423120;1;;0;KILOGRAM;Ego;28700132;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700190;alle_producten,be10087500,sdl30035000;1;Ego aks2400d skid shoes pair snt2400e;20.65;2;02080000423137;1;;0;KILOGRAM;Ego;;;;;;originele_onderdelen_onze_belangrijkste_merken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700191;alle_producten,be10087500,sdl30035000;1;Ego act2400 chute cleaning tool snt2400e;16.52;2;02080000423144;1;;0;KILOGRAM;Ego;;;;;;originele_onderdelen_onze_belangrijkste_merken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700192;alle_producten,be30150525,dl_ego,ego30150525,sdl30150525,tmc30150525;1;Ego ac1200 ketting 90px 30cm tbv csx3000;16.52;2;02080000423151;1;;0;KILOGRAM;Ego;;;;;;zaagkettingen_en_onderdelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700187;alle_producten,be10401010,dl_ego,ego10401010,sdl10401010,tmc10401010;1;Maaidraad al2415r 15m 2.4mm rond v.alle 35-38cm trimmers;6.60;2;02080000423090;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaidraad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2_4mm;;;;;;;;;;;;;;;Ego trimmers van 35 tot 38 cm;;;;;;;;;;;;;;;;;;;;;;;;;oranje;;15;METER;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28700193;alle_producten,be30152010,dl_ego,ego30152010,sdl30152010,tmc30152010;1;Ego ag1200 geleiderblad tbv csx3000;23.13;2;02080000423168;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;geleideblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t.b.v. CSX3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700193/product_image_1/AG1200.jpg;;;;;;;;;;;;;;;;;;;
28700194;alle_producten,be10025000,dl_ego,ego10025000,sdl10025000,tmc10025000;1;Ego abh3000 harnass+ cable csx3000;81.81;2;02080000423960;1;Deze kan ik pas in september bestellen;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700194/product_image_1/ABH3001_Hero.png;files/28700194/product_image_2/ABH3001_1.png;;;;;;;;;;;;;;;;;;
28700110;alle_producten,be45056500,dl_ego,ego45056500,sdl45056500,tmc45056500;1;Ego veiligheidsset gsv021e-xl 0340169237;22.30;2;06943594501482;1;;0;KILOGRAM;Ego;;;;;;hoofdbescherming;;;;;;;;;;;;;;veiligheidsset;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GSV021E-XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700110/product_image_1/28700110-1.jpg;;;;;;;;;;;;;;;28700096,28700098;;;;
20100078;alle_producten,be15001600,be15040010,dl_ego,ego15001600,ego15040010,sdl15040010,tmc15040010;1;Ego adaptor bax adb1000 0340169181;48.76;2;06924969111055;1;;7.80;KILOGRAM;Ego;;Adb1000;;;;accus_en_laders;;;;;;;;;;;;;;adapter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ADB1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100078/product_image_1/20100078-1.jpg;;;;;;;;;;;;;;;;;;;
28700093;alle_producten,be45056500,dl_ego,ego45056500,sdl45056500,tmc45056500;1;Ego bril transparant gs001 0340169187;10.73;2;06943594501277;1;;0;KILOGRAM;Ego;;;;;;hoofdbescherming;;;;;;;;;;;;;;bril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GS001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700093/product_image_1/28700093-1.jpg;;;;;;;;;;;;;;;28700094,28700096,28700110;;;28700094,28700096,28700110;
28700096;alle_producten,be45056500,dl_ego,ego45056500,sdl45056500,tmc45056500;1;Ego bril geel gs003e;10.73;2;06943594501260;1;;0;KILOGRAM;Ego;;;;;;hoofdbescherming;;;;;;;;;;;;;;bril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GS003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700096/product_image_1/28700096-1.jpg;;;;;;;;;;;;;;;28700093,28700094,28700110;;;28700093,28700094,28700110;
28700094;alle_producten,be45056500,dl_ego,ego45056500,sdl45056500,tmc45056500;1;Ego bril donker gs002e 0340169188;10.73;2;06943594501284;1;;0;KILOGRAM;Ego;;;;;;hoofdbescherming;;;;;;;;;;;;;;bril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GS002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700094/product_image_1/28700094-1.jpg;;;;;;;;;;;;;;;28700093,28700096,28700110;;;28700093,28700096,28700110;
28700091;alle_producten,be45004500,dl_ego,ego45004500,sdl45004500,tmc45004500;1;Ego handschoen gv001e-xxl maat xxl synthetisch;13.21;2;06943594501413;1;;0;KILOGRAM;Ego;;;;;;handschoenen;;;;;;;;;;;;;;handschoen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GV001E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700091/product_image_1/28700091-1.jpg;;;;;;;;;;;;;;;28700093,28700096,28700110;;;28700093,28700096,28700110;
20100093;alle_producten,be45003500,dl_ego,ego45003500,sdl45003500,tmc45003500;1;Ego heating jacket l 8802088002-18 inlc lader;179;2;02080000314763;1;;7.30;KILOGRAM;Ego;;;;;;veiligheidskleding;;;;;;;;;;;;;;jas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zwart;;;;;;;;;;l;;;;;;ego;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100093/product_image_1/20100095-1-650x489.jpg;;;;;;;;;;;;;;;;;;;
20100095;alle_producten,be45003500,dl_ego,ego45003500,sdl45003500,tmc45003500;1;Ego heating jacket m 8802090002-18 incl lader;179;2;02080000314787;1;;7.30;KILOGRAM;Ego;;;;;;veiligheidskleding;;;;;;;;;;;;;;jas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zwart;;;;;;;;;;m;;;;;;ego;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100095/product_image_1/20100095-1-650x489.jpg;;;;;;;;;;;;;;;;;;;
20100094;alle_producten,be45003500,dl_ego,ego45003500,sdl45003500,tmc45003500;1;Ego heating jacket xl 8802089002-18 incl lader;179;2;02080000314770;1;;7.30;KILOGRAM;Ego;;;;;;veiligheidskleding;;;;;;;;;;;;;;jas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zwart;;;;;;;;;;xl;;;;;;ego;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100094/product_image_1/20100095-1-650x489.jpg;;;;;;;;;;;;;;;;;;;
20100092;alle_producten,be45003500,dl_ego,ego45003500,sdl45003500,tmc45003500;1;Ego heating jacket xxl 8802087002-18 inlc lader;179;2;02080000314756;1;;7.30;KILOGRAM;Ego;;;;;;veiligheidskleding;;;;;;;;;;;;;;jas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zwart;;;;;;;;;;xxl;;;;;;ego;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100092/product_image_1/20100095-1-650x489.jpg;;;;;;;;;;;;;;;;;;;
20100851;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego snellader chv1600e 1200w 24a t.b.v. z6;247.10;2;01409211000004;1;;0;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;snellader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHV1600E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100851/product_image_1/CHV1600_snelste_oplader_in_sector.png;files/20100851/product_image_2/CHV1600_super_lader.png;;;;;;;;;;;;;;;;;;
28700200;alle_producten,be10401025,dl_ego,sdl10403020,tmc10403020;1;Ego standaardmes ab4200 t.b.v. z6 ( 2 setjes );24.78;2;01409211000011;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3700399001;;;;;;;;;;;;;files/28700200/product_image_1/AB4200 2.png;;;;;;;;;;;;;;;;;;;
28700205;alle_producten,be10401025,dl_ego,sdl10403020,tmc10403020;1;Ego high-lift mes ab4201 t.b.v. z6 ( 2 setjes );27.26;2;01409211000028;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700205/product_image_1/AB4201 2.png;;;;;;;;;;;;;;;;;;;
28700210;alle_producten,be10401025,dl_ego,sdl30035000;1;Ego mulchplug amp4200 t.b.v. z6;33.04;2;01409211000035;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700210/product_image_1/AMP4200 1.png;;;;;;;;;;;;;;;;;;;
28700215;alle_producten,be10401025,dl_ego,sdl10040050,tmc10040050;1;Ego opvangbak abk4200-a t.b.v. z6;288.42;2;01409211000042;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700215/product_image_1/ABK4200-A.jpg;files/28700215/product_image_2/ABK4200-A_2.jpg;files/28700215/product_image_3/ABK4200-A_3.jpg;;;;;;;;;;;;;;;;;
28700220;alle_producten,be10401025,dl_ego,sdl10040050,tmc10040050;1;Ego afdekhoes crm001 t.b.v. z6;106.61;2;01409211000059;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700220/product_image_1/CRM001 1.png;;;;;;;;;;;;;;;;;;;
20100852;alle_producten,be10040000,dl_ego,ego10040000,sdl10040025,tmc10040025;1;Ego gazonmaaier lm1702e-sp 42cm (4ah+std lader);536.36;2;01509211000001;1;;0;KILOGRAM;Ego;;;;;;maaimachines;;;;;;;;;;;;;;gazonmaaier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gazonmaaier met opvangzak (LM1700), 4 Ah accu (BA2240T), standaard lader (CH2100E);ego;;;;1;;;Mulchkit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100852/product_image_1/LM1701E-SP_42cm self propelled mower_0628_CMYK_new.jpg;;;;;;;;;;;;;;;;;;28700134,28700170,28700186;
20100853;alle_producten,be15020005,dl_ego,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar ht2001e promotie kit (2,5ah+std.lader);271.90;2;01509211000018;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;25mm;;;;;;;;;;;;;;;HT2001E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100853/product_image_1/HT2001E pp.png;;;;;;;;;;;;;;;;;;;
20100854;alle_producten,be10025000,dl_ego,ego10025000,sdl10025000,tmc10025000;1;Ego kettingzaag cs1610e;230.57;2;01509211000025;1;;0;KILOGRAM;Ego;;20100025;20100610;Cs1600e;;snoeien_en_zagen;;;;;;;;;;;;;;kettingzaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CS1610E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100854/product_image_1/CS1610E (1).png;;;;;;;;;;;;;;;;;;;
20100855;alle_producten,be10025000,dl_ego,ego10025000,sdl10025000,tmc10025000;1;Ego kettingzaag cs1614e kit 5ah+snellader ch5500;437.19;2;01509211000032;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;kettingzaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CS1614E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100855/product_image_1/CS1610E (1).png;;;;;;;;;;;;;;;;;;;
20100856;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego bladblazer lb5804e kit 5ah+snellader ch5500;404.13;2;01509211000049;1;;0;KILOGRAM;Ego;;;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;bladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LB5804E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100856/product_image_1/LB5800E_1.png;;;;;;;;;;;;;;;;;;28700040;
